Scope	Category	Source	Domain	Date
Global	Conflicts and Attacks	https://www.reuters.com/article/2014/01/08/us-yemen-strike-idUSBREA070PR20140108	www.reuters.com	2014-01-08
Global	Sport	http://www.cnn.com/2014/01/07/world/asia/north-korea-dennis-rodman/	www.cnn.com	2014-01-08
Global	Politics	https://www.bbc.co.uk/news/world-asia-25708092	www.bbc.co.uk	2014-01-13
Global	Conflicts and Attacks	http://mexico.cnn.com/nacional/2014/01/14/fuerzas-federales-toman-apatzingan-y-desarman-a-policias-ministeriales	www.mexico.cnn.com	2014-01-14
Global	Art and Culture	https://www.bbc.co.uk/news/world-asia-india-25740350	www.bbc.co.uk	2014-01-15
Global	Science and Technology	https://www.reuters.com/video/2014/01/16/reuters-tv-beetlecopter-the-low-cost-alternative-fo?videoId=276456872&videoChannel=118065	www.reuters.com	2014-01-16
Global	Disaster and Accidents	http://www.latimes.com/local/political/la-me-pc-jerry-brown-declares-drought-emergency-in-california-20140117,0,3244744.story	www.latimes.com	2014-01-17
Global	International Relations	https://www.nytimes.com/2014/01/21/world/middleeast/syria.html?_r=0	www.nytimes.com	2014-01-20
Global	Conflicts and Attacks	http://www.montrealgazette.com/news/Police+move+protest+camp+Ukraine+capital+demolish/9414653/story.html; https://www.reuters.com/article/2014/01/22/us-ukraine-idUSBREA0L0B520140122?feedType=RSS&feedName=topNews	www.montrealgazette.com; www.reuters.com	2014-01-22
Global	Science and Technology	http://www.nature.com/nature/journal/v505/n7484/full/nature12918.html	www.nature.com	2014-01-22
Global	Science and Technology	https://www.theguardian.com/environment/2014/jan/30/penguins-suffering-climate-change-scientists	www.theguardian.com	2014-01-30
Global	Environment	http://www.ndtv.com/article/cities/mumbai-monorail-to-be-inaugurated-today-478023	www.ndtv.com	2014-02-01
Global	International Relations	https://www.telegraph.co.uk/news/worldnews/asia/china/10618722/Philippine-president-compares-Chinas-expansion-to-Nazi-Germany.html; https://www.nytimes.com/2014/02/06/world/asia/philippines.html	www.telegraph.co.uk; www.nytimes.com	2014-02-05
Global	Conflicts and Attacks	http://edition.cnn.com/2014/02/06/world/meast/syria-civil-war/	www.edition.cnn.com	2014-02-06
Global	Conflicts and Attacks	https://www.washingtonpost.com/world/middle_east/civilians-evacuated-from-homs-raising-hopes-for-syrian-peace-talks/2014/02/07/515c338a-8ffc-11e3-878e-d76656564a01_story.html	www.washingtonpost.com	2014-02-07
Global	Politics	https://www.reuters.com/article/2014/02/11/us-venezuela-protests-idUSBREA1A19420140211	www.reuters.com	2014-02-13
Global	International Relations	http://www.dailynk.com/english/read.php?num=11542&cataId=nk00100	www.dailynk.com	2014-02-19
Global	Conflicts and Attacks	https://www.bbc.co.uk/news/world-asia-26320383	www.bbc.co.uk	2014-02-24
Global	Science and Technology	https://www.bbc.co.uk/news/science-environment-26324968	www.bbc.co.uk	2014-02-24
Global	Business and Economy	http://www.dn.se/sthlm/kokaos-i-centrala-stockholm/	www.dn.se	2014-02-27
Global	Art and Culture	http://www.euronews.com/2014/03/03/oscars-2014-gravity-dominate-awards-as-12-years-a-slave-takes-best-film/	www.euronews.com	2014-03-03
Global	Conflicts and Attacks	https://www.telegraph.co.uk/news/worldnews/europe/russia/10674812/Vladimir-Putin-orders-troops-near-Ukraine-border-to-return-to-bases.html	www.telegraph.co.uk	2014-03-04
Global	Conflicts and Attacks	http://abcnews.go.com/International/wireStory/envoy-threatened-kidnapped-crimea-22786386	www.abcnews.go.com	2014-03-05
Global	Conflicts and Attacks	http://edition.cnn.com/2014/03/05/world/meast/israel-intercepted-weapons/index.html?hpt=hp_t3	www.edition.cnn.com	2014-03-05
Global	Art and Culture	http://www.google.com/hostednews/afp/article/ALeqM5hmymG_etuV46m0oW7jcOYLcOSbbw?docId=a6d50794-342f-4765-9bcc-5c241a945672	www.google.com	2014-03-06
Global	Health	http://www.sciencerecorder.com/news/vitamin-d-increases-breast-cancer-patient-survival-study-finds/	www.sciencerecorder.com	2014-03-07
Global	Disaster and Accidents	https://www.usatoday.com/story/news/nation/2014/03/13/sxsw-austin-nightclub-accident/6360729/; http://www.cnn.com/2014/03/13/us/texas-sxsw-crash/	www.usatoday.com; www.cnn.com	2014-03-13
Global	Law and Crime	https://www.bbc.com/news/world-africa-26587816	www.bbc.com	2014-03-14
Global	Disaster and Accidents	http://www.cnn.com/2014/03/16/world/americas/chile-earthquake/?hpt=hp_t2	www.cnn.com	2014-03-17
Global	Health	http://www.news.com.au/world/breaking-news/ebola-virus-reaches-guinea-capital-conakry/story-e6frfkui-1226862814248?from=public_rss	www.news.com.au	2014-03-23
Global	International Relations	https://www.bbc.com/news/world-europe-26713727	www.bbc.com	2014-03-24
Global	Law and Crime	https://www.theguardian.com/world/2014/mar/26/ireland-justice-minister-alan-shatter-garda-bugging-scandal	www.theguardian.com	2014-03-26
Global	Disaster and Accidents	http://www.sbs.com.au/news/article/2014/03/27/worst-storm-decade-bears-down-canada	www.sbs.com.au	2014-03-27
Global	Politics	https://www.bloomberg.com/news/2014-03-27/saudi-arabia-appoints-prince-muqrin-as-second-crown-prince.html	www.bloomberg.com	2014-03-27
Global	Science and Technology	http://www.rte.ie/news/2014/0329/605333-la-earthquake/	www.rte.ie	2014-03-28
Global	Health	https://news.yahoo.com/mali-suspects-first-ebola-cases-regional-death-toll-141251884.html;_ylt=AwrBJR471j5TohQAZpjQtDMD	www.news.yahoo.com	2014-04-04
Global	Business and Economy	https://www.reuters.com/article/2014/04/06/lafarge-holcim-idUSL6N0MY0DS20140406	www.reuters.com	2014-04-06
Global	Disaster and Accidents	https://www.bbc.co.uk/news/world-latin-america-27007884	www.bbc.co.uk	2014-04-13
Global	Health	http://hosted.ap.org/dynamic/stories/A/AF_WEST_AFRICA_EBOLA?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2014-04-15-08-05-06	www.hosted.ap.org	2014-04-15
Global	Conflicts and Attacks	https://www.bbc.com/news/world-europe-27045534	www.bbc.com	2014-04-16
Global	International Relations	https://www.washingtonpost.com/world/putin-changes-course-admits-russian-troops-were-in-crimea-before-vote/2014/04/17/b3300a54-c617-11e3-bf7a-be01a9b69cf1_story.html	www.washingtonpost.com	2014-04-17
Global	Environment	https://www.bbc.com/news/world-asia-china-27076645	www.bbc.com	2014-04-18
Global	Politics	https://www.bbc.co.uk/news/uk-england-cornwall-27132035	www.bbc.co.uk	2014-04-24
Global	Disaster and Accidents	http://www.abc.net.au/news/2014-04-28/reports-of-mass-casualties-as-tornadoes-hit-us/5415536	www.abc.net.au	2014-04-27
Global	Art and Culture	http://news.nationalgeographic.com/news/2014/05/140501-mummy-royal-tut-discovery-egypt-science/	www.news.nationalgeographic.com	2014-04-28
Global	International Relations	http://bigstory.ap.org/article/china-russia-hold-east-china-sea-naval-drills	www.bigstory.ap.org	2014-05-01
Global	Environment	http://www.cnn.com/2014/05/02/health/indiana-mers/	www.cnn.com	2014-05-03
Global	Politics	https://www.bbc.co.uk/news/uk-scotland-27274460	www.bbc.co.uk	2014-05-04
Global	Health	https://www.bbc.com/news/world-27284389; https://www.nytimes.com/2014/05/06/health/world-health-organization-polio-health-emergency.html	www.bbc.com; www.nytimes.com	2014-05-05
Global	Disaster and Accidents	https://www.npr.org/templates/story/story.php?storyId=310929743	www.npr.org	2014-05-09
Global	Conflicts and Attacks	http://news.biharprabha.com/2014/05/turkestan-islamic-party-claims-chinese-railway-station-attack/	www.news.biharprabha.com	2014-05-15
Global	Business and Economy	https://www.reuters.com/article/2014/05/19/us-astrazeneca-pfizer-idUSBREA3R0H520140519	www.reuters.com	2014-05-19
Global	Business and Economy	http://abcnews.go.com/Business/wireStory/nest-recalling-440k-smoke-alarms-safety-risk-23814103	www.abcnews.go.com	2014-05-22
Global	Science and Technology	http://www.redorbit.com/news/science/1113152735/top-ten-species-2014-compiled-discoveries-052214/	www.redorbit.com	2014-05-22
Global	Conflicts and Attacks	https://www.bbc.com/news/world-europe-27584718	www.bbc.com	2014-05-27
Global	Environment	http://timesofindia.indiatimes.com/home/science/30-of-world-is-now-fat-no-country-immune-Study/articleshow/35703770.cms	www.timesofindia.indiatimes.com	2014-05-29
Global	Art and Culture	http://time.com/2803345/psys-gangnam-style-youtube/	www.time.com	2014-05-31
Global	Sport	https://www.bbc.com/sport/live/boxing/26873510	www.bbc.com	2014-05-31
Global	Environment	https://www.bbc.com/news/health-27695140	www.bbc.com	2014-06-05
Global	Health	http://www.abc.net.au/news/2014-06-06/west-africa-ebola-outbreak-kills-at-least-200/5505046	www.abc.net.au	2014-06-06
Global	Law and Crime	http://www.globalpost.com/dispatch/news/xinhua-news-agency/140609/vietnams-banking-tycoon-sentenced-30-year-jail	www.globalpost.com	2014-06-09
Global	Sport	http://www.abc.net.au/news/2014-06-16/schumacher-out-of-coma2c-leaves-hospital/5527892	www.abc.net.au	2014-06-16
Global	Science and Technology	https://www.washingtonpost.com/politics/obama-will-propose-vast-expansion-of-pacific-ocean-marine-sanctuary/2014/06/16/f8689972-f0c6-11e3-bf76-447a5df6411f_story.html?wpisrc=al_national	www.washingtonpost.com	2014-06-17
Global	Politics	http://www.kyivpost.com/content/politics/parliament-confirms-poroshenko-nominations-352516.html	www.kyivpost.com	2014-06-19
Global	International Relations	http://www.voanews.com/content/reu-security-tops-agenda-in-algeria-during-egypt-leaders-first-foreign-trip-/1944747.html	www.voanews.com	2014-06-25
Global	Science and Technology	http://www.latimes.com/science/sciencenow/la-sci-sn-elephant-shrew-mouse-sengi-africa-cute-20140627-story.html	www.latimes.com	2014-06-27
Global	Law and Crime	https://www.reuters.com/article/2014/06/30/us-northkorea-tourists-idUSKBN0F502N20140630?feedType=RSS&feedName=topNews&dlvrit=992637	www.reuters.com	2014-06-30
Global	Science and Technology	https://www.bbc.com/news/science-environment-28164063	www.bbc.com	2014-07-07
Global	Health	https://www.bbc.com/news/health-28243587?post_id=100001294153256_672460692807063	www.bbc.com	2014-07-11
Global	Sport	http://hosted.ap.org/dynamic/stories/O/OLY_SKI_VANESSA_MAE?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT	www.hosted.ap.org	2014-07-11
Global	Art and Culture	http://hosted.ap.org/dynamic/stories/U/US_UN_WAR_CRIMES_ARCHIVE?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT	www.hosted.ap.org	2014-07-17
Global	Disaster and Accidents	http://www.foxnews.com/world/2014/07/17/firefighting-helicopter-crashes-in-south-korea-killing-5/	www.foxnews.com	2014-07-17
Global	Health	http://hosted.ap.org/dynamic/stories/U/US_EBOLA_AMERICAN_DOCTOR?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT	www.hosted.ap.org	2014-07-26
Global	Science and Technology	http://sciencenordic.com/diabetes-gene-found-greenland	www.sciencenordic.com	2014-08-03
Global	Health	https://www.washingtonpost.com/world/africa/liberia-government-orders-ebola-victims-cremated/2014/08/04/49363194-1bc3-11e4-9b6c-12e30cbe86a3_story.html	www.washingtonpost.com	2014-08-04
Global	Law and Crime	https://www.bbc.co.uk/news/world-asia-china-28670719	www.bbc.co.uk	2014-08-06
Global	Conflicts and Attacks	https://www.bbc.com/news/world-middle-east-28730618; https://www.nytimes.com/2014/08/11/world/middleeast/iraq.html	www.bbc.com; www.nytimes.com	2014-08-10
Global	Law and Crime	http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2014-08-13-US--Police%20Shooting-Missouri/id-c65b88dfc95e44b7b8c3e5c39005daf9	www.hosted2.ap.org	2014-08-13
Global	Health	http://news.xinhuanet.com/english/africa/2014-08/25/c_126910949.htm	www.news.xinhuanet.com	2014-08-24
Global	Conflicts and Attacks	http://uk.reuters.com/article/2014/08/25/uk-ukraine-crisis-column-idUKKBN0GP0MD20140825	www.uk.reuters.com	2014-08-25
Global	International Relations	http://www.voanews.com/content/russia-ukraine-leaders-to-meet-in-new-peace-push/2428147.html	www.voanews.com	2014-08-26
Global	Conflicts and Attacks	https://www.bbc.com/news/world-middle-east-28948555; http://www.ohchr.org/Documents/HRBodies/HRCouncil/CoISyria/A.HRC.27.60_Eng.pdf	www.bbc.com; www.ohchr.org	2014-08-27
Global	Conflicts and Attacks	https://www.bbc.com/news/world-middle-east-28965959	www.bbc.com	2014-08-28
Global	Conflicts and Attacks	http://www.ctvnews.ca/world/un-security-council-holds-emergency-session-on-ukraine-1.1980768	www.ctvnews.ca	2014-08-28
Global	Sport	http://www.dailymail.co.uk/sport/football/article-2736972/Cristiano-Ronaldo-wins-UEFA-Best-Player-Europe-Award-ahead-Manuel-Neuer-Arjen-Robben.html	www.dailymail.co.uk	2014-08-28
Global	Business and Economy	https://www.bloomberg.com/news/2014-08-28/malaysia-airlines-reports-sixth-quarterly-loss-before-delisting.html	www.bloomberg.com	2014-08-29
Global	Politics	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11316644	www.nzherald.co.nz	2014-08-30
Global	Law and Crime	http://www.aljazeera.com/news/middleeast/2014/09/iran-convicts-ahmadinejad-vice-president-20149113121587150.html	www.aljazeera.com	2014-09-01
Global	Business and Economy	http://sanfrancisco.cbslocal.com/2014/09/03/cvs-announces-plan-to-stop-selling-smoking-cigarettes-health-sales/	www.sanfrancisco.cbslocal.com	2014-09-03
Global	Science and Technology	https://www.theguardian.com/environment/2014/sep/04/two-unclassifiable-species-found-off-australian-coast	www.theguardian.com	2014-09-03
Global	Disaster and Accidents	https://au.news.yahoo.com/world/a/24916546/china-reveals-two-aircraft-carrier-test-pilots-killed/	www.au.news.yahoo.com	2014-09-06
Global	Sport	http://espn.go.com/tennis/usopen14/story/_/id/11482949/bryan-brothers-win-5th-us-open-title-100th-overall-title	www.espn.go.com	2014-09-07
Global	Art and Culture	https://www.bbc.co.uk/news/uk-29108010; http://www.walesonline.co.uk/news/wales-news/kate-middleton-pregnant-duchess-cambridge-7734954	www.bbc.co.uk; www.walesonline.co.uk	2014-09-08
Global	Business and Economy	http://online.wsj.com/articles/gold-prices-turn-higher-after-sinking-to-three-month-low-1410361825	www.online.wsj.com	2014-09-10
Global	Disaster and Accidents	http://zeenews.india.com/news/jammu-and-kashmir/jammu-and-kashmir-floods-rains-hamper-relief-and-rescue-operatios-over-lakh-still-await-rescue_1469531.html	www.zeenews.india.com	2014-09-14
Global	International Relations	https://www.bbc.com/news/world-europe-29211344	www.bbc.com	2014-09-16
Global	Conflicts and Attacks	http://www.cbsnews.com/news/australia-alleged-isis-plot-bust-defended-by-pm-tony-abbott/	www.cbsnews.com	2014-09-19
Global	Politics	https://www.theguardian.com/world/2014/sep/22/hong-kong-students-democracy-protest	www.theguardian.com	2014-09-22
Global	Science and Technology	https://www.bbc.com/news/science-environment-29253788	www.bbc.com	2014-09-22
Global	Health	http://www.punchng.com/news/ebola-death-toll-more-than-2900-who-2/	www.punchng.com	2014-09-26
Global	Politics	http://www.euronews.com/2014/09/26/fatah-and-hamas-agree-deal-for-return-of-gaza-unity-government/	www.euronews.com	2014-09-26
Global	Environment	https://www.theguardian.com/environment/gallery/2014/oct/01/walrus-mass-on-alaska-beach-in-pictures	www.theguardian.com	2014-10-01
Global	Conflicts and Attacks	http://www.qna.org.qa/en-us/News/14100409250034/UNRWA-Expresses-Deep-Concern-on-Water-Situation-in-Yarmouk	www.qna.org.qa	2014-10-05
Global	Science and Technology	http://www.huffingtonpost.com/2014/10/06/nobel-prize-physiology-medicine_n_5937382.html?ir=Healthy%20Living	www.huffingtonpost.com	2014-10-06
Global	Sport	http://www.independent.ie/sport/soccer/international-soccer/brother-of-albanian-prime-minister-arrested-after-flag-stunt-causes-mass-brawl-on-pitch-30664963.html	www.independent.ie	2014-10-14
Global	Sport	https://ca.sports.yahoo.com/news/cp-newsalert-royals-defeat-orioles-sweep-alcs-advance-230442013--mlb.html	www.ca.sports.yahoo.com	2014-10-15
Global	Health	https://www.bbc.com/news/world-africa-29750723	www.bbc.com	2014-10-23
Global	Politics	http://www.abc.net.au/news/2014-10-23/acid-attacks-on-women-spark-protests-in-iran/5834828	www.abc.net.au	2014-10-23
Global	Politics	http://www.jpost.com/Arab-Israeli-Conflict/PA-chief-Closing-of-Temple-Mount-tantamount-to-declaration-of-war-380259	www.jpost.com	2014-10-30
Global	Law and Crime	http://www.latimes.com/world/mexico-americas/la-fg-mayor-iguala-arrested-20141104-story.html	www.latimes.com	2014-11-04
Global	Health	https://www.nytimes.com/2014/11/12/world/africa/mali-new-ebola-case-is-confirmed-as-response-to-first-was-wrapping-up.html?partner=rss&emc=rss&smid=tw-nytimesworld	www.nytimes.com	2014-11-11
Global	Art and Culture	https://www.bbc.co.uk/news/uk-30074257	www.bbc.co.uk	2014-11-17
Global	Art and Culture	http://www.gmanetwork.com/news/story/388642/lifestyle/artandculture/pia-cayetano-rizal-monument-named-one-of-world-s-threatened-heritage-sitesë	www.gmanetwork.com	2014-11-18
Global	Politics	http://www.scotsman.com/news/politics/top-stories/nicola-sturgeon-voted-in-as-first-minister-1-3610055	www.scotsman.com	2014-11-19
Global	Conflicts and Attacks	http://af.reuters.com/article/nigeriaNews/idAFL6N0TH4IN20141127	www.af.reuters.com	2014-11-27
Global	Business and Economy	http://www.business-standard.com/article/pti-stories/general-strike-shuts-down-services-across-greece-114112700427_1.html	www.business-standard.com	2014-11-27
